"JP_Kanji","JP_Kana","JP_Roma","org_Longitude","org_Latitude","Classification",lon,lat
"白子町","しらこまち","Shirako Machi","140 ゚ 22’","35 ゚ 27’","Municipality",140.3666666667,35.45
"白根山","しらねさん","Shirane San","138 ゚ 13’","35 ゚ 39’","Mountain",138.2166666667,35.65
"白根山","しらねさん","Shirane San","138 ゚ 31’","36 ゚ 38’","Mountain",138.5166666667,36.6333333333
"白根山","しらねさん","Shirane San","139 ゚ 21’","36 ゚ 47’","Mountain",139.35,36.7833333333
"白糠町","しらぬかちょう","Shiranuka Cho","144 ゚ 04’","42 ゚ 57’","Municipality",144.0666666667,42.95
"白糠丘陵","しらぬかきゅうりょう","Shiranuka Kyuryo","143 ゚ 50’","43 ゚ 08’","Extensive natural feature",143.8333333333,43.1333333333
"白老町","しらおいちょう","Shiraoi Cho","141 ゚ 21’","42 ゚ 33’","Municipality",141.35,42.55
"白老川","しらおいがわ","Shiraoi Gawa","141 ゚ 20’","42 ゚ 31’","River",141.3333333333,42.5166666667
"白岡町","しらおかまち","Shiraoka Machi","139 ゚ 40’","36 ゚ 01’","Municipality",139.6666666667,36.0166666667
"白砂山","しらすなやま","Shirasuna Yama","138 ゚ 41’","36 ゚ 44’","Mountain",138.6833333333,36.7333333333
"白鷹町","しらたかまち","Shirataka Machi","140 ゚ 05’","38 ゚ 10’","Municipality",140.0833333333,38.1666666667
"白鷹山","しらたかやま","Shirataka Yama","140 ゚ 10’","38 ゚ 13’","Mountain",140.1666666667,38.2166666667
"知床岳","しれとこだけ","Shiretoko Dake","145 ゚ 16’","44 ゚ 14’","Mountain",145.2666666667,44.2333333333
"知床半島","しれとこはんとう","Shiretoko Hanto","145 ゚ 14’","44 ゚ 09’","Extensive natural feature",145.2333333333,44.15
"知床岬","しれとこみさき","Shiretoko Misaki","145 ゚ 19’","44 ゚ 21’","Cape",145.3166666667,44.35
"後志海山","しりべしかいざん","Shiribeshi Kaizan","139 ゚ 34’","43 ゚ 32’","Undersea feature",139.5666666667,43.5333333333
"後志利別川","しりべしとしべつがわ","Shiribeshi-toshibetsu Gawa","139 ゚ 48’","42 ゚ 25’","River",139.8,42.4166666667
"尻別岳","しりべつだけ","Shiribetsu Dake","140 ゚ 54’","42 ゚ 46’","Mountain",140.9,42.7666666667
"尻別川","しりべつがわ","Shiribetsu Gawa","140 ゚ 20’","42 ゚ 52’","River",140.3333333333,42.8666666667
"尻羽岬","しりはみさき","Shiriha Misaki","144 ゚ 47’","42 ゚ 56’","Cape",144.7833333333,42.9333333333
"知内町","しりうちちょう","Shiriuchi Cho","140 ゚ 25’","41 ゚ 35’","Municipality",140.4166666667,41.5833333333
"知内川","しりうちがわ","Shiriuchi Gawa","140 ゚ 25’","41 ゚ 35’","River",140.4166666667,41.5833333333
"尻屋崎","しりやざき","Shiriya Zaki","141 ゚ 27’","41 ゚ 26’","Cape",141.45,41.4333333333
"白井市","しろいし","Shiroi Shi","140 ゚ 03’","35 ゚ 47’","Municipality",140.05,35.7833333333
"白石町","しろいしちょう","Shiroishi Cho","130 ゚ 07’","33 ゚ 08’","Municipality",130.1166666667,33.1333333333
"白石川","しろいしがわ","Shiroishi Gawa","140 ゚ 29’","37 ゚ 58’","River",140.4833333333,37.9666666667
"白石市","しろいしし","Shiroishi Shi","140 ゚ 37’","38 ゚ 00’","Municipality",140.6166666667,38
"城川","しろかわ","Shirokawa","132 ゚ 45’","33 ゚ 23’","Populated area",132.75,33.3833333333
"白木峰","しろきみね","Shiroki Mine","137 ゚ 06’","36 ゚ 25’","Mountain",137.1,36.4166666667
"城里町","しろさとまち","Shirosato Machi","140 ゚ 22’","36 ゚ 28’","Municipality",140.3666666667,36.4666666667
"白馬岳","しろうまだけ","Shirouma Dake","137 ゚ 45’","36 ゚ 45’","Mountain",137.75,36.75
"白瀬","しろぜ","Shiroze","128 ゚ 48’","33 ゚ 10’","Island",128.8,33.1666666667
"四阪島","しさかじま","Shisaka Jima","133 ゚ 09’","34 ゚ 06’","Island",133.15,34.1
"獅子島","ししじま","Shishi Jima","130 ゚ 13’","32 ゚ 16’","Island",130.2166666667,32.2666666667
"宍粟市","しそうし","Shiso Shi","134 ゚ 32’","35 ゚ 00’","Municipality",134.5333333333,35
"酒々井町","しすいまち","Shisui Machi","140 ゚ 16’","35 ゚ 43’","Municipality",140.2666666667,35.7166666667
"設楽町","したらちょう","Shitara Cho","137 ゚ 34’","35 ゚ 05’","Municipality",137.5666666667,35.0833333333
"紫波町","しわちょう","Shiwa Cho","141 ゚ 10’","39 ゚ 33’","Municipality",141.1666666667,39.55
"塩飽諸島","しわくしょとう","Shiwaku Shoto","133 ゚ 41’","34 ゚ 20’","Extensive natural feature",133.6833333333,34.3333333333
"雫石町","しずくいしちょう","Shizukuishi Cho","140 ゚ 58’","39 ゚ 41’","Municipality",140.9666666667,39.6833333333
"静間川","しずまがわ","Shizuma Gawa","132 ゚ 28’","35 ゚ 10’","River",132.4666666667,35.1666666667
"静内川","しずないがわ","Shizunai Gawa","142 ゚ 21’","42 ゚ 19’","River",142.35,42.3166666667
"静岡県","しずおかけん","Shizuoka Ken","138 ゚ 22’","34 ゚ 58’","Municipality",138.3666666667,34.9666666667
"静岡市","しずおかし","Shizuoka Shi","138 ゚ 23’","34 ゚ 58’","Municipality",138.3833333333,34.9666666667
"庄川","しょうがわ","Sho Gawa","137 ゚ 03’","36 ゚ 46’","River",137.05,36.7666666667
"庄原市","しょうばらし","Shobara Shi","133 ゚ 01’","34 ゚ 51’","Municipality",133.0166666667,34.85
"菖蒲町","しょうぶまち","Shobu Machi","139 ゚ 36’","36 ゚ 03’","Municipality",139.6,36.05
"小豆島","しょうどしま","Shodo Shima","134 ゚ 14’","34 ゚ 29’","Island",134.2333333333,34.4833333333
"小豆島町","しょうどしまちょう","Shodoshima Cho","134 ゚ 14’","34 ゚ 28’","Municipality",134.2333333333,34.4666666667
"暑寒別岳","しょかんべつだけ","Shokanbetsu Dake","141 ゚ 31’","43 ゚ 42’","Mountain",141.5166666667,43.7
"滑岳","しょこつだけ","Shokotsu Dake","142 ゚ 54’","44 ゚ 02’","Mountain",142.9,44.0333333333
"滑川","しょこつがわ","Shokotsu Gawa","143 ゚ 19’","44 ゚ 22’","River",143.3166666667,44.3666666667
"庄内","しょうない","Shonai","131 ゚ 00’","31 ゚ 46’","Populated area",131,31.7666666667
"庄内川","しょうないがわ","Shonai Gawa","136 ゚ 50’","35 ゚ 04’","River",136.8333333333,35.0666666667
"庄内平野","しょうないへいや","Shonai Heiya","139 ゚ 53’","38 ゚ 57’","Extensive natural feature",139.8833333333,38.95
"庄内町","しょうないまち","Shonai Machi","139 ゚ 54’","38 ゚ 50’","Municipality",139.9,38.8333333333
"勝央町","しょうおうちょう","Shoo Cho","134 ゚ 06’","35 ゚ 02’","Municipality",134.1,35.0333333333
"庶路川","しょろがわ","Shoro Gawa","144 ゚ 09’","42 ゚ 58’","River",144.15,42.9666666667
"初山別村","しょさんべつむら","Shosanbetsu Mura","141 ゚ 45’","44 ゚ 31’","Municipality",141.75,44.5166666667
"昭和町","しょうわちょう","Showa Cho","138 ゚ 32’","35 ゚ 37’","Municipality",138.5333333333,35.6166666667
"昭和村","しょうわむら","Showa Mura","139 ゚ 03’","36 ゚ 38’","Municipality",139.05,36.6333333333
"昭和村","しょうわむら","Showa Mura","139 ゚ 36’","37 ゚ 20’","Municipality",139.6,37.3333333333
"昭和新山","しょうわしんざん","Showa-shinzan","140 ゚ 51’","42 ゚ 32’","Mountain",140.85,42.5333333333
"昭洋海山","しょうようかいざん","Shoyo Kaizan","143 ゚ 00’","22 ゚ 28’","Undersea feature",143,22.4666666667
"朱太川","しゅぶとかわ","Shubuto Kawa","140 ゚ 15’","42 ゚ 46’","River",140.25,42.7666666667
"秋芳町","しゅうほうちょう","Shuho Cho","131 ゚ 17’","34 ゚ 12’","Municipality",131.2833333333,34.2
"朱鞠内湖","しゅまりないこ","Shumarinai Ko","142 ゚ 12’","44 ゚ 20’","Lake",142.2,44.3333333333
"周南市","しゅうなんし","Shunan Shi","131 ゚ 48’","34 ゚ 03’","Municipality",131.8,34.05
"春別川","しゅんべつがわ","Shunbetsu Gawa","145 ゚ 05’","43 ゚ 29’","River",145.0833333333,43.4833333333
"俊鷹堆","しゅんようたい","Shun-yo Tai","132 ゚ 20’","37 ゚ 10’","Undersea feature",132.3333333333,37.1666666667
"酒呑童子山","しゅてんどうじやま","Shutendoji Yama","130 ゚ 54’","33 ゚ 05’","Mountain",130.9,33.0833333333
"蕎麦粒山","そばつぶやま","Sobatsubu Yama","138 ゚ 01’","35 ゚ 07’","Mountain",138.0166666667,35.1166666667
"壮瞥町","そうべつちょう","Sobetsu Cho","140 ゚ 53’","42 ゚ 33’","Municipality",140.8833333333,42.55
"祖母山","そぼさん","Sobo San","131 ゚ 20’","32 ゚ 49’","Mountain",131.3333333333,32.8166666667
"袖ケ浦市","そでがうらし","Sodegaura Shi","139 ゚ 57’","35 ゚ 25’","Municipality",139.95,35.4166666667
"添田町","そえだまち","Soeda Machi","130 ゚ 51’","33 ゚ 34’","Municipality",130.85,33.5666666667
"孀婦岩","そうふがん","Sofu Gan","140 ゚ 20’","29 ゚ 47’","Island",140.3333333333,29.7833333333
"総社市","そうじゃし","Soja Shi","133 ゚ 44’","34 ゚ 40’","Municipality",133.7333333333,34.6666666667
"草加市","そうかし","Soka Shi","139 ゚ 48’","35 ゚ 49’","Municipality",139.8,35.8166666667
"相馬市","そうまし","Soma Shi","140 ゚ 55’","37 ゚ 47’","Municipality",140.9166666667,37.7833333333
"祖納","そない","Sonai","123 ゚ 44’","24 ゚ 22’","Populated area",123.7333333333,24.3666666667
"曽爾村","そにむら","Soni Mura","136 ゚ 07’","34 ゚ 30’","Municipality",136.1166666667,34.5
"曽於市","そおし","Soo Shi","131 ゚ 01’","31 ゚ 39’","Municipality",131.0166666667,31.65
"空知川","そらちがわ","Sorachi Gawa","141 ゚ 56’","43 ゚ 32’","River",141.9333333333,43.5333333333
"匝瑳市","そうさし","Sosa Shi","140 ゚ 33’","35 ゚ 42’","Municipality",140.55,35.7
"外ヶ浜町","そとがはままち","Sotogahama Machi","140 ゚ 37’","41 ゚ 02’","Municipality",140.6166666667,41.0333333333
"曽津高崎","そつこうざき","Sotsuko Zaki","129 ゚ 07’","28 ゚ 14’","Cape",129.1166666667,28.2333333333
"層雲峡","そううんきょう","Sounkyo","142 ゚ 55’","43 ゚ 43’","Populated area",142.9166666667,43.7166666667
"宗谷海峡","そうやかいきょう","Soya Kaikyo","141 ゚ 53’","45 ゚ 42’","Sea Area",141.8833333333,45.7
"宗谷岬","そうやみさき","Soya Misaki","141 ゚ 56’","45 ゚ 31’","Cape",141.9333333333,45.5166666667
"宗谷湾","そうやわん","Soya Wan","141 ゚ 43’","45 ゚ 27’","Sea Area",141.7166666667,45.45
"須川","すかわ","Su Kawa","140 ゚ 17’","38 ゚ 06’","River",140.2833333333,38.1
"須恵町","すえまち","Sue Machi","130 ゚ 30’","33 ゚ 35’","Municipality",130.5,33.5833333333
"周布川","すふがわ","Sufu Gawa","132 ゚ 05’","34 ゚ 49’","River",132.0833333333,34.8166666667
"菅島","すがしま","Suga Shima","136 ゚ 53’","34 ゚ 28’","Island",136.8833333333,34.4666666667
"菅平","すがだいら","Sugadaira","138 ゚ 19’","36 ゚ 31’","Populated area",138.3166666667,36.5166666667
"杉戸町","すぎとまち","Sugito Machi","139 ゚ 44’","36 ゚ 01’","Municipality",139.7333333333,36.0166666667
"須郷岬","すごうざき","Sugo Zaki","139 ゚ 55’","40 ゚ 25’","Cape",139.9166666667,40.4166666667
"水晶島","すいしょうとう","Suisho To","145 ゚ 54’","43 ゚ 25’","Island",145.9,43.4166666667
"吹田市","すいたし","Suita Shi","135 ゚ 31’","34 ゚ 45’","Municipality",135.5166666667,34.75
"水曜海山","すいようかいざん","Suiyo Kaizan","140 ゚ 38’","28 ゚ 36’","Undersea feature",140.6333333333,28.6
"須賀川市","すかがわし","Sukagawa Shi","140 ゚ 22’","37 ゚ 17’","Municipality",140.3666666667,37.2833333333
"宿毛市","すくもし","Sukumo Shi","132 ゚ 43’","32 ゚ 56’","Municipality",132.7166666667,32.9333333333
"宿毛湾","すくもわん","Sukumo Wan","132 ゚ 32’","32 ゚ 50’","Sea Area",132.5333333333,32.8333333333
"須磨","すま","Suma","135 ゚ 07’","34 ゚ 37’","Populated area",135.1166666667,34.6166666667
"須美寿島","すみすじま","Sumisu Jima","140 ゚ 02’","31 ゚ 26’","Island",140.0333333333,31.4333333333
"住田町","すみたちょう","Sumita Cho","141 ゚ 34’","39 ゚ 08’","Municipality",141.5666666667,39.1333333333
"守門岳","すもんだけ","Sumon Dake","139 ゚ 07’","37 ゚ 23’","Mountain",139.1166666667,37.3833333333
"洲本市","すもとし","Sumoto Shi","134 ゚ 53’","34 ゚ 20’","Municipality",134.8833333333,34.3333333333
"砂川市","すながわし","Sunagawa Shi","141 ゚ 54’","43 ゚ 29’","Municipality",141.9,43.4833333333
"洲崎","すのさき","Sunosaki","139 ゚ 45’","34 ゚ 58’","Cape",139.75,34.9666666667
"周防灘","すおうなだ","Suo Nada","131 ゚ 21’","33 ゚ 48’","Sea Area",131.35,33.8
"周防大島町","すおうおおしまちょう","Suo-oshima Cho","132 ゚ 11’","33 ゚ 55’","Municipality",132.1833333333,33.9166666667
"摺沢","すりさわ","Surisawa","141 ゚ 20’","38 ゚ 59’","Populated area",141.3333333333,38.9833333333
"駿河湾","するがわん","Suruga Wan","138 ゚ 35’","34 ゚ 54’","Sea Area",138.5833333333,34.9
"須崎市","すさきし","Susaki Shi","133 ゚ 16’","33 ゚ 24’","Municipality",133.2666666667,33.4
"すさみ町","すさみちょう","Susami Cho","135 ゚ 29’","33 ゚ 33’","Municipality",135.4833333333,33.55
"裾花川","すそばながわ","Susobana Gawa","138 ゚ 00’","36 ゚ 40’","River",138,36.6666666667
"裾野市","すそのし","Susono Shi","138 ゚ 54’","35 ゚ 10’","Municipality",138.9,35.1666666667
"須々万本郷","すすまほんごう","Susumahongo","131 ゚ 52’","34 ゚ 06’","Populated area",131.8666666667,34.1
"寿都町","すっつちょう","Suttsu Cho","140 ゚ 13’","42 ゚ 47’","Municipality",140.2166666667,42.7833333333
"諏訪湖","すわこ","Suwa Ko","138 ゚ 04’","36 ゚ 02’","Lake",138.0666666667,36.0333333333
"諏訪市","すわし","Suwa Shi","138 ゚ 06’","36 ゚ 02’","Municipality",138.1,36.0333333333
"諏訪瀬島","すわのせじま","Suwanose Jima","129 ゚ 41’","29 ゚ 37’","Island",129.6833333333,29.6166666667
"諏訪之瀬水道","すわのせすいどう","Suwanose Suido","129 ゚ 36’","29 ゚ 31’","Sea Area",129.6,29.5166666667
"須坂市","すざかし","Suzaka Shi","138 ゚ 18’","36 ゚ 39’","Municipality",138.3,36.65
"珠洲岬","すずみさき","Suzu Misaki","137 ゚ 21’","37 ゚ 31’","Cape",137.35,37.5166666667
"珠洲市","すずし","Suzu Shi","137 ゚ 15’","37 ゚ 26’","Municipality",137.25,37.4333333333
"鈴鹿川","すずかがわ","Suzuka Gawa","136 ゚ 38’","34 ゚ 55’","River",136.6333333333,34.9166666667
"鈴鹿山脈","すずかさんみゃく","Suzuka Sanmyaku","136 ゚ 27’","35 ゚ 08’","Extensive natural feature",136.45,35.1333333333
"鈴鹿市","すずかし","Suzuka Shi","136 ゚ 35’","34 ゚ 52’","Municipality",136.5833333333,34.8666666667
"鈴鹿峠","すずかとうげ","Suzuka Toge","136 ゚ 20’","34 ゚ 53’","Pass",136.3333333333,34.8833333333
"田川","たがわ","Ta Gawa","139 ゚ 53’","36 ゚ 26’","River",139.8833333333,36.4333333333
"束稲山","たばしねやま","Tabashine Yama","141 ゚ 10’","39 ゚ 00’","Mountain",141.1666666667,39
"丹波山村","たばやまむら","Tabayama Mura","138 ゚ 55’","35 ゚ 47’","Municipality",138.9166666667,35.7833333333
"田布施町","たぶせちょう","Tabuse Cho","132 ゚ 02’","33 ゚ 57’","Municipality",132.0333333333,33.95
"大刀洗町","たちあらいまち","Tachiarai Machi","130 ゚ 37’","33 ゚ 22’","Municipality",130.6166666667,33.3666666667
"橘","たちばな","Tachibana","134 ゚ 38’","33 ゚ 52’","Populated area",134.6333333333,33.8666666667
"立花町","たちばなまち","Tachibana Machi","130 ゚ 35’","33 ゚ 12’","Municipality",130.5833333333,33.2
"橘湾","たちばなわん","Tachibana Wan","130 ゚ 05’","32 ゚ 43’","Sea Area",130.0833333333,32.7166666667
"立川市","たちかわし","Tachikawa Shi","139 ゚ 25’","35 ゚ 41’","Municipality",139.4166666667,35.6833333333
"立丸峠","たちまるとうげ","Tachimaru Toge","141 ゚ 40’","39 ゚ 26’","Pass",141.6666666667,39.4333333333
"只見川","ただみがわ","Tadami Gawa","139 ゚ 29’","37 ゚ 26’","River",139.4833333333,37.4333333333
"只見町","ただみまち","Tadami Machi","139 ゚ 18’","37 ゚ 20’","Municipality",139.3,37.3333333333
"忠岡町","ただおかちょう","Tadaoka Cho","135 ゚ 24’","34 ゚ 29’","Municipality",135.4,34.4833333333
"多度津町","たどつちょう","Tadotsu Cho","133 ゚ 45’","34 ゚ 16’","Municipality",133.75,34.2666666667
"多賀町","たがちょう","Taga Cho","136 ゚ 17’","35 ゚ 13’","Municipality",136.2833333333,35.2166666667
"多賀城市","たがじょうし","Tagajo Shi","141 ゚ 00’","38 ゚ 17’","Municipality",141,38.2833333333
"田上町","たがみまち","Tagami Machi","139 ゚ 03’","37 ゚ 41’","Municipality",139.05,37.6833333333
"田川市","たがわし","Tagawa Shi","130 ゚ 48’","33 ゚ 38’","Municipality",130.8,33.6333333333
"田原市","たはらし","Tahara Shi","137 ゚ 15’","34 ゚ 40’","Municipality",137.25,34.6666666667
"太平山","たいへいざん","Taihei Zan","140 ゚ 18’","39 ゚ 47’","Mountain",140.3,39.7833333333
"太地町","たいじちょう","Taiji Cho","135 ゚ 56’","33 ゚ 35’","Municipality",135.9333333333,33.5833333333
"大観峰","たいかんぼう","Taikan Bo","131 ゚ 04’","32 ゚ 59’","Mountain",131.0666666667,32.9833333333
"大紀町","たいきちょう","Taiki Cho","136 ゚ 24’","34 ゚ 21’","Municipality",136.4,34.35
"大樹町","たいきちょう","Taiki Cho","143 ゚ 16’","42 ゚ 29’","Municipality",143.2666666667,42.4833333333
"太鼓山","たいこやま","Taiko Yama","135 ゚ 12’","35 ゚ 41’","Mountain",135.2,35.6833333333
"胎内川","たいないがわ","Tainai Gawa","139 ゚ 21’","38 ゚ 05’","River",139.35,38.0833333333
"胎内市","たいないし","Tainai Shi","139 ゚ 24’","38 ゚ 03’","Municipality",139.4,38.05
"平島","たいらしま","Taira Shima","129 ゚ 32’","29 ゚ 41’","Island",129.5333333333,29.6833333333
"大船山","たいせんざん","Taisen Zan","131 ゚ 17’","33 ゚ 05’","Mountain",131.2833333333,33.0833333333
"大雪山","たいせつざん","Taisetsu Zan","142 ゚ 52’","43 ゚ 42’","Mountain",142.8666666667,43.7
"太子町","たいしちょう","Taishi Cho","135 ゚ 38’","34 ゚ 31’","Municipality",135.6333333333,34.5166666667
"太子町","たいしちょう","Taishi Cho","134 ゚ 34’","34 ゚ 50’","Municipality",134.5666666667,34.8333333333
"大正島","たいしょうとう","Taisho To","124 ゚ 33’","25 ゚ 54’","Island",124.55,25.9
"太東崎","たいとうざき","Taito Zaki","140 ゚ 25’","35 ゚ 18’","Cape",140.4166666667,35.3
"大和町","たいわちょう","Taiwa Cho","140 ゚ 53’","38 ゚ 26’","Municipality",140.8833333333,38.4333333333
"多治見市","たじみし","Tajimi Shi","137 ゚ 07’","35 ゚ 19’","Municipality",137.1166666667,35.3166666667
"田尻町","たじりちょう","Tajiri Cho","135 ゚ 17’","34 ゚ 23’","Municipality",135.2833333333,34.3833333333
"多可町","たかちょう","Taka Cho","134 ゚ 55’","35 ゚ 03’","Municipality",134.9166666667,35.05
"鷹島","たかしま","Taka Shima","129 ゚ 44’","31 ゚ 26’","Island",129.7333333333,31.4333333333
"高千穂町","たかちほちょう","Takachiho Cho","131 ゚ 18’","32 ゚ 42’","Municipality",131.3,32.7
"高千穂峰","たかちほのみね","Takachihono Mine","130 ゚ 54’","31 ゚ 53’","Mountain",130.9,31.8833333333
"高岳","たかだけ","Takadake","131 ゚ 06’","32 ゚ 52’","Mountain",131.1,32.8666666667
"高滝森","たかだきもり","Takadaki Mori","141 ゚ 45’","39 ゚ 31’","Mountain",141.75,39.5166666667
"喬木村","たかぎむら","Takagi Mura","137 ゚ 52’","35 ゚ 30’","Municipality",137.8666666667,35.5
"高萩市","たかはぎし","Takahagi Shi","140 ゚ 42’","36 ゚ 42’","Municipality",140.7,36.7
"高浜町","たかはまちょう","Takahama Cho","135 ゚ 33’","35 ゚ 29’","Municipality",135.55,35.4833333333
"高浜市","たかはまし","Takahama Shi","136 ゚ 59’","34 ゚ 55’","Municipality",136.9833333333,34.9166666667
"高原川","たかはらがわ","Takahara Gawa","137 ゚ 17’","36 ゚ 25’","River",137.2833333333,36.4166666667
"高原山","たかはらやま","Takahara Yama","139 ゚ 45’","36 ゚ 54’","Mountain",139.75,36.9
"高原町","たかはるちょう","Takaharu Cho","131 ゚ 00’","31 ゚ 55’","Municipality",131,31.9166666667
"高梁川","たかはしがわ","Takahashi Gawa","133 ゚ 41’","34 ゚ 31’","River",133.6833333333,34.5166666667
"高梁市","たかはしし","Takahashi Shi","133 ゚ 37’","34 ゚ 47’","Municipality",133.6166666667,34.7833333333
"高畠町","たかはたまち","Takahata Machi","140 ゚ 11’","38 ゚ 00’","Municipality",140.1833333333,38
"任弘海山","たかひろかいざん","Takahiro Kaizan","143 ゚ 24’","33 ゚ 01’","Undersea feature",143.4,33.0166666667
"鷹架沼","たかほこぬま","Takahoko Numa","141 ゚ 19’","40 ゚ 56’","Lake",141.3166666667,40.9333333333
"高井神島","たかいかみじま","Takaikami Jima","133 ゚ 16’","34 ゚ 11’","Island",133.2666666667,34.1833333333
"高石市","たかいしし","Takaishi Shi","135 ゚ 26’","34 ゚ 31’","Municipality",135.4333333333,34.5166666667
"高千穂野","たかじょうや","Takajo Ya","131 ゚ 03’","32 ゚ 47’","Mountain",131.05,32.7833333333
"高隈山","たかくまやま","Takakuma Yama","130 ゚ 48’","31 ゚ 28’","Mountain",130.8,31.4666666667
"高松市","たかまつし","Takamatsu Shi","134 ゚ 02’","34 ゚ 20’","Municipality",134.0333333333,34.3333333333
"高見島","たかみしま","Takami Shima","133 ゚ 40’","34 ゚ 18’","Island",133.6666666667,34.3
"高見山","たかみやま","Takami Yama","136 ゚ 04’","34 ゚ 25’","Mountain",136.0666666667,34.4166666667
"高宮","たかみや","Takamiya","132 ゚ 42’","34 ゚ 46’","Populated area",132.7,34.7666666667
"高森町","たかもりまち","Takamori Machi","131 ゚ 07’","32 ゚ 49’","Municipality",131.1166666667,32.8166666667
"高森町","たかもりまち","Takamori Machi","137 ゚ 52’","35 ゚ 33’","Municipality",137.8666666667,35.55
"高鍋町","たかなべちょう","Takanabe Cho","131 ゚ 30’","32 ゚ 07’","Municipality",131.5,32.1166666667
"高縄半島","たかなわはんとう","Takanawa Hanto","132 ゚ 48’","33 ゚ 58’","Extensive natural feature",132.8,33.9666666667
"高縄山","たかなわさん","Takanawa San","132 ゚ 50’","33 ゚ 56’","Mountain",132.8333333333,33.9333333333
"高根沢町","たかねざわまち","Takanezawa Machi","139 ゚ 59’","36 ゚ 37’","Municipality",139.9833333333,36.6166666667
"高野崎","たかのさき","Takano Saki","140 ゚ 32’","41 ゚ 14’","Cape",140.5333333333,41.2333333333
"鷹ノ巣山","たかのすやま","Takanosu Yama","132 ゚ 44’","34 ゚ 33’","Mountain",132.7333333333,34.55
"鷹巣山","たかのすやま","Takanosu Yama","139 ゚ 00’","35 ゚ 49’","Mountain",139,35.8166666667
"高尾山","たかおさん","Takao San","139 ゚ 14’","35 ゚ 37’","Mountain",139.2333333333,35.6166666667
"高岡市","たかおかし","Takaoka Shi","137 ゚ 01’","36 ゚ 45’","Municipality",137.0166666667,36.75
"宝島","たからじま","Takara Jima","129 ゚ 12’","29 ゚ 08’","Island",129.2,29.1333333333
"宝塚市","たからづかし","Takarazuka Shi","135 ゚ 21’","34 ゚ 48’","Municipality",135.35,34.8
"高砂市","たかさごし","Takasago Shi","134 ゚ 47’","34 ゚ 45’","Municipality",134.7833333333,34.75
"高崎市","たかさきし","Takasaki Shi","139 ゚ 00’","36 ゚ 19’","Municipality",139,36.3166666667
"高瀬川","たかせがわ","Takase Gawa","137 ゚ 52’","36 ゚ 27’","River",137.8666666667,36.45
"高瀬川","たかせがわ","Takase Gawa","141 ゚ 23’","40 ゚ 53’","River",141.3833333333,40.8833333333
"高島","たかしま","Takashima","129 ゚ 35’","33 ゚ 10’","Island",129.5833333333,33.1666666667
"高島","たかしま","Takashima","131 ゚ 49’","34 ゚ 50’","Island",131.8166666667,34.8333333333
"高島岬","たかしまみさき","Takashima Misaki","141 ゚ 01’","43 ゚ 14’","Cape",141.0166666667,43.2333333333
"高島市","たかしまし","Takashima Shi","136 ゚ 02’","35 ゚ 21’","Municipality",136.0333333333,35.35
"高清水山","たかしょうずやま","Takashozu Yama","136 ゚ 56’","36 ゚ 28’","Mountain",136.9333333333,36.4666666667
"鷹栖町","たかすちょう","Takasu Cho","142 ゚ 21’","43 ゚ 50’","Municipality",142.35,43.8333333333
"鷹寿海山","たかすかいざん","Takasu Kaizan","141 ゚ 32’","23 ゚ 12’","Undersea feature",141.5333333333,23.2
"高鈴山","たかすずやま","Takasuzu Yama","140 ゚ 35’","36 ゚ 37’","Mountain",140.5833333333,36.6166666667
"高取町","たかとりちょう","Takatori Cho","135 ゚ 47’","34 ゚ 26’","Municipality",135.7833333333,34.4333333333
"鷹取山","たかとりやま","Takatori Yama","130 ゚ 43’","33 ゚ 18’","Mountain",130.7166666667,33.3
"高津川","たかつがわ","Takatsu Gawa","131 ゚ 48’","34 ゚ 41’","River",131.8,34.6833333333
"高月町","たかつきちょう","Takatsuki Cho","136 ゚ 14’","35 ゚ 28’","Municipality",136.2333333333,35.4666666667
"高槻市","たかつきし","Takatsuki Shi","135 ゚ 37’","34 ゚ 50’","Municipality",135.6166666667,34.8333333333
"高妻山","たかつまやま","Takatsuma Yama","138 ゚ 02’","36 ゚ 47’","Mountain",138.0333333333,36.7833333333
"高山村","たかやまむら","Takayama Mura","138 ゚ 56’","36 ゚ 37’","Municipality",138.9333333333,36.6166666667
"高山村","たかやまむら","Takayama Mura","138 ゚ 21’","36 ゚ 40’","Municipality",138.35,36.6666666667
"高山市","たかやまし","Takayama Shi","137 ゚ 15’","36 ゚ 08’","Municipality",137.25,36.1333333333
"竹島","たけしま","Take Shima","130 ゚ 25’","30 ゚ 47’","Island",130.4166666667,30.7833333333
"竹島","たけしま","Take Shima","131 ゚ 52’","37 ゚ 14’","Island",131.8666666667,37.2333333333
"武山","たけやま","Take Yama","139 ゚ 39’","35 ゚ 13’","Mountain",139.65,35.2166666667
"竹原市","たけはらし","Takehara Shi","132 ゚ 54’","34 ゚ 20’","Municipality",132.9,34.3333333333
"竹野川","たけのがわ","Takeno Gawa","135 ゚ 06’","35 ゚ 44’","River",135.1,35.7333333333
"武雄市","たけおし","Takeo Shi","130 ゚ 01’","33 ゚ 11’","Municipality",130.0166666667,33.1833333333
"武石峰","たけしみね","Takeshi Mine","138 ゚ 04’","36 ゚ 14’","Mountain",138.0666666667,36.2333333333
"竹田市","たけたし","Taketa Shi","131 ゚ 23’","32 ゚ 58’","Municipality",131.3833333333,32.9666666667
"竹田津","たけたづ","Taketazu","131 ゚ 33’","33 ゚ 40’","Populated area",131.55,33.6666666667
